.9% Normal Saline 100.0ml + 20mgkghr Vecuronium
.9% Normal Saline 100.0ml + 2500mcghr Fentanyl
.9% Normal Saline 100.0ml + 2500mgkghr Pentobarbitol
.9% Normal Saline 100.0ml + 25Uhr Insulin
.9% Normal Saline 100.0ml + 2mUhr Streptokinase
.9% Normal Saline 100.0ml + 300mgmin Labetolol
.9% Normal Saline 100.0ml + 400mcgkghr Precedex
.9% Normal Saline 100.0ml + 400mghr Lasix
.9% Normal Saline 100.0ml + 400mghr Morphine Sulfate
.9% Normal Saline 100.0ml + 400mgmin Labetolol
.9% Normal Saline 100.0ml + 5000mcghr Fentanyl
.9% Normal Saline 100.0ml + 5000mgkghr Pentobarbitol
.9% Normal Saline 100.0ml + 500mcghr Fentanyl
.9% Normal Saline 100.0ml + 500mcghr Sandostatin
.9% Normal Saline 100.0ml + 500mgkghr Bivalirudin
.9% Normal Saline 100.0ml + 50Uhr Insulin
.9% Normal Saline 100.0ml + 50mghr Dilaudid
.9% Normal Saline 100.0ml + 50mghr Midazolam
.9% Normal Saline 100.0ml + 50mgkghr Vecuronium
.9% Normal Saline 100.0ml + 600mcghr Sandostatin
.9% Normal Saline 100.0ml + 600mgmin Labetolol
.9% Normal Saline 1000.0ml
.9% Normal Saline 1000.0ml + 1000Uhr Heparin
.9% Normal Saline 1000.0ml + 1000mgkghr Pentobarbitol
.9% Normal Saline 1000.0ml + 100gmhr Alcohol 10%
.9% Normal Saline 10000.0ml
.9% Normal Saline 1001.0ml
.9% Normal Saline 105.0ml
.9% Normal Saline 110.0ml + 100mghr Lasix
.9% Normal Saline 1150.0ml
.9% Normal Saline 120.0ml
.9% Normal Saline 120.0ml + 600mcghr Fentanyl
.9% Normal Saline 1200.0ml
.9% Normal Saline 125.0ml
.9% Normal Saline 125.0ml + 1250mcghr Fentanyl
.9% Normal Saline 125.0ml + 125mghr Diltiazem
.9% Normal Saline 125.0ml + 250mghr Midazolam
.9% Normal Saline 140.0ml + 200mgmin Labetolol
.9% Normal Saline 144.0ml
.9% Normal Saline 150.0ml
.9% Normal Saline 150.0ml + 1000mghr Lasix
.9% Normal Saline 150.0ml + 100Umin Vasopressin
.9% Normal Saline 150.0ml + 150mghr Diltiazem
.9% Normal Saline 150.0ml + 150mghr Midazolam
.9% Normal Saline 150.0ml + 200mghr Midazolam
.9% Normal Saline 150.0ml + 300mghr Midazolam
.9% Normal Saline 150.0ml + 300mgkghr Pentobarbitol
.9% Normal Saline 150.0ml + 300mgmin Labetolol
.9% Normal Saline 150.0ml + 50mghr Morphine Sulfate
.9% Normal Saline 150.0ml + 600mcgkghr Precedex
.9% Normal Saline 150.0ml + 600mgmin Labetolol
.9% Normal Saline 150.0ml + 60mgkghr Vecuronium
.9% Normal Saline 150.0ml + 7500mcghr Fentanyl
.9% Normal Saline 1500.0ml
.9% Normal Saline 160.0ml + 400mgmin Labetolol
.9% Normal Saline 175.0ml + 1750mcghr Fentanyl
.9% Normal Saline 180.0ml + 20mgkghr Vecuronium
.9% Normal Saline 180.0ml + 600mgmin Labetolol
.9% Normal Saline 20.0ml
.9% Normal Saline 20.0ml + 1000mcghr Fentanyl
.9% Normal Saline 20.0ml + 20000Uhr Heparin
.9% Normal Saline 20.0ml + 2000Uhr Heparin
.9% Normal Saline 20.0ml + 20mghr Ativan
.9% Normal Saline 20.0ml + 600mgmin Labetolol
.9% Normal Saline 200.0ml
.9% Normal Saline 200.0ml + 10000mcghr Fentanyl
.9% Normal Saline 200.0ml + 100Uhr Insulin
.9% Normal Saline 200.0ml + 200Uhr Insulin
.9% Normal Saline 200.0ml + 200mcghr Fentanyl
.9% Normal Saline 200.0ml + 200mghr Midazolam
.9% Normal Saline 200.0ml + 200mgkghr Vecuronium
.9% Normal Saline 200.0ml + 200mgmin Labetolol
.9% Normal Saline 200.0ml + 20mghr Ativan
.9% Normal Saline 200.0ml + 20mghr Midazolam
.9% Normal Saline 200.0ml + 2500mcghr Fentanyl
.9% Normal Saline 200.0ml + 300mgmin Labetolol
.9% Normal Saline 200.0ml + 400mgmin Labetolol
.9% Normal Saline 200.0ml + 600mcgkgmin Amrinone
.9% Normal Saline 200.0ml + 600mgmin Labetolol
.9% Normal Saline 200.0ml + 800mcgkghr Precedex
.9% Normal Saline 200.0ml + 800mgmin Labetolol
.9% Normal Saline 2000.0ml
.9% Normal Saline 225.0ml + 900mgmin Labetolol
.9% Normal Saline 230.0ml
.9% Normal Saline 240.0ml
.9% Normal Saline 2400.0ml
.9% Normal Saline 245.0ml
.9% Normal Saline 25.0ml
.9% Normal Saline 25.0ml + 1250mcghr Fentanyl
.9% Normal Saline 250.0ml
.9% Normal Saline 250.0ml + 1.5mUhr Streptokinase
.9% Normal Saline 250.0ml + 1.5mcgkgmin Natrecor
.9% Normal Saline 250.0ml + 10000mcghr Fentanyl
.9% Normal Saline 250.0ml + 10000mcgkgmin Esmolol
.9% Normal Saline 250.0ml + 1000mcghr Fentanyl
.9% Normal Saline 250.0ml + 1000mcgkghr Precedex
.9% Normal Saline 250.0ml + 1000mcgkgmin Dobutamine
.9% Normal Saline 250.0ml + 1000mghr Lasix
.9% Normal Saline 250.0ml + 1000mgkghr Pentobarbitol
.9% Normal Saline 250.0ml + 1000mgmin Labetolol
.9% Normal Saline 250.0ml + 100Uhr Vasopressin + 100Umin Vasopressin
.9% Normal Saline 250.0ml + 100Umin Vasopressin
.9% Normal Saline 250.0ml + 100mcgkgmin Cisatracurium + 100mgkghr Cisatracurium
.9% Normal Saline 250.0ml + 100mcgkgmin Nicardipine
.9% Normal Saline 250.0ml + 100mcgkgmin Nitroprusside
.9% Normal Saline 250.0ml + 100mgkghr Atracurium
.9% Normal Saline 250.0ml + 100mgkghr Lepirudin
.9% Normal Saline 250.0ml + 100mgkghr Pancuronium
.9% Normal Saline 250.0ml + 100mgkghr Vecuronium
.9% Normal Saline 250.0ml + 10Umin Vasopressin
.9% Normal Saline 250.0ml + 10mcgkgmin Neosynephrine-k
.9% Normal Saline 250.0ml + 10mgkghr Doxacurium
.9% Normal Saline 250.0ml + 12.5mcgkgmin Integrelin
.9% Normal Saline 250.0ml + 120mcgkgmin Neosynephrine-k
.9% Normal Saline 250.0ml + 120mcgmin Neosynephrine
.9% Normal Saline 250.0ml + 12500mcghr Fentanyl
.9% Normal Saline 250.0ml + 1250mcghr Fentanyl
.9% Normal Saline 250.0ml + 1250mgkghr Pentobarbitol
.9% Normal Saline 250.0ml + 125mcgkgmin Nicardipine
.9% Normal Saline 250.0ml + 125mghr Midazolam
.9% Normal Saline 250.0ml + 125mgkghr Vecuronium
.9% Normal Saline 250.0ml + 1280mgkghr Pentobarbitol
.9% Normal Saline 250.0ml + 150mcgmin Neosynephrine
.9% Normal Saline 250.0ml + 16mcgkgmin Levophed-k
.9% Normal Saline 250.0ml + 16mcgmin Levophed
.9% Normal Saline 250.0ml + 2000mgkghr Pentobarbitol
.9% Normal Saline 250.0ml + 200Uhr Vasopressin + 200Umin Vasopressin
.9% Normal Saline 250.0ml + 200mcgkgmin Cisatracurium + 200mgkghr Cisatracurium
.9% Normal Saline 250.0ml + 200mcgkgmin Neosynephrine-k
.9% Normal Saline 250.0ml + 200mcgkgmin Nitroglycerine-k
.9% Normal Saline 250.0ml + 200mcgkgmin Nitroprusside
.9% Normal Saline 250.0ml + 200mghr Midazolam
.9% Normal Saline 250.0ml + 200mgkghr Atracurium
.9% Normal Saline 250.0ml + 200mgkghr Lepirudin
.9% Normal Saline 250.0ml + 200mgkghr Vecuronium
.9% Normal Saline 250.0ml + 20mcgkgmin Levophed-k
.9% Normal Saline 250.0ml + 20mcgkgmin Neosynephrine-k
.9% Normal Saline 250.0ml + 20mcgmin Neosynephrine
.9% Normal Saline 250.0ml + 20mgkghr Doxacurium
.9% Normal Saline 250.0ml + 240mcgkgmin Neosynephrine-k
.9% Normal Saline 250.0ml + 24mcgmin Levophed
.9% Normal Saline 250.0ml + 25000Uhr Heparin
.9% Normal Saline 250.0ml + 25000mcghr Fentanyl
.9% Normal Saline 250.0ml + 2500mcghr Fentanyl
.9% Normal Saline 250.0ml + 2500mcgkgmin Esmolol
.9% Normal Saline 250.0ml + 2500mgkghr Pentobarbitol
.9% Normal Saline 250.0ml + 250Uhr Insulin
.9% Normal Saline 250.0ml + 250mcgkghr Ketamine
.9% Normal Saline 250.0ml + 250mcgkgmin Argatroban
.9% Normal Saline 250.0ml + 250mcgkgmin Dobutamine
.9% Normal Saline 250.0ml + 250mghr Dilaudid
.9% Normal Saline 250.0ml + 250mghr Lasix
.9% Normal Saline 250.0ml + 250mghr Midazolam
.9% Normal Saline 250.0ml + 250mghr Morphine Sulfate
.9% Normal Saline 250.0ml + 25mcgkgmin Nicardipine
.9% Normal Saline 250.0ml + 25mgkghr Doxacurium
.9% Normal Saline 250.0ml + 2mcgkgmin Epinephrine-k
.9% Normal Saline 250.0ml + 2mgmin Procainamide
.9% Normal Saline 250.0ml + 300mgmin Labetolol
.9% Normal Saline 250.0ml + 32mcgkgmin Levophed-k
.9% Normal Saline 250.0ml + 32mcgmin Levophed
.9% Normal Saline 250.0ml + 400mcgkgmin Amrinone
.9% Normal Saline 250.0ml + 400mcgkgmin Dopamine
.9% Normal Saline 250.0ml + 400mcgmin Nitroglycerine
.9% Normal Saline 250.0ml + 40mcghr Fentanyl
.9% Normal Saline 250.0ml + 40mcgkgmin Neosynephrine-k
.9% Normal Saline 250.0ml + 40mcgmin Neosynephrine
.9% Normal Saline 250.0ml + 40mgkghr Vecuronium
.9% Normal Saline 250.0ml + 480mcgkgmin Neosynephrine-k
.9% Normal Saline 250.0ml + 4mcgkgmin Epinephrine-k
.9% Normal Saline 250.0ml + 4mcgkgmin Levophed-k
.9% Normal Saline 250.0ml + 4mcgkgmin Neosynephrine-k
.9% Normal Saline 250.0ml + 4mcgmin Levophed
.9% Normal Saline 250.0ml + 5000mcghr Fentanyl
.9% Normal Saline 250.0ml + 5000mcgkgmin Esmolol
.9% Normal Saline 250.0ml + 500Uhr Insulin
.9% Normal Saline 250.0ml + 500mcghr Fentanyl
.9% Normal Saline 250.0ml + 500mcgkgmin Dobutamine
.9% Normal Saline 250.0ml + 500mgkghr Atracurium
.9% Normal Saline 250.0ml + 500mgmin Labetolol
.9% Normal Saline 250.0ml + 50Umin Vasopressin
.9% Normal Saline 250.0ml + 50mcgkgmin Neosynephrine-k
.9% Normal Saline 250.0ml + 50mcgkgmin Nicardipine
.9% Normal Saline 250.0ml + 50mcgkgmin Nitroprusside
.9% Normal Saline 250.0ml + 50mghr Midazolam
.9% Normal Saline 250.0ml + 50mgkghr Pancuronium
.9% Normal Saline 250.0ml + 50mgkghr Vecuronium
.9% Normal Saline 250.0ml + 600mcgkgmin Amrinone
.9% Normal Saline 250.0ml + 600mgmin Amiodarone
.9% Normal Saline 250.0ml + 600mgmin Labetolol
.9% Normal Saline 250.0ml + 60mcgkgmin Neosynephrine-k
.9% Normal Saline 250.0ml + 60mcgmin Neosynephrine
.9% Normal Saline 250.0ml + 75mcgkgmin Nicardipine
.9% Normal Saline 250.0ml + 800mcgkgmin Dopamine
.9% Normal Saline 250.0ml + 80mcgkgmin Neosynephrine-k
.9% Normal Saline 250.0ml + 80mcgmin Neosynephrine
.9% Normal Saline 250.0ml + 8mcgkgmin Epinephrine-k
.9% Normal Saline 250.0ml + 8mcgkgmin Levophed-k
.9% Normal Saline 250.0ml + 8mcgmin Levophed
.9% Normal Saline 250.0ml + 90mgkghr Turbocurarine
.9% Normal Saline 250.1ml
.9% Normal Saline 2500.0ml
.9% Normal Saline 251.0ml
.9% Normal Saline 260.0ml
.9% Normal Saline 270.0ml
.9% Normal Saline 275.0ml
.9% Normal Saline 30.0ml + 600mgmin Labetolol
.9% Normal Saline 300.0ml
.9% Normal Saline 300.0ml + 1200mgmin Labetolol
.9% Normal Saline 300.0ml + 2500mcghr Fentanyl
.9% Normal Saline 300.0ml + 300mgmin Labetolol
.9% Normal Saline 300.0ml + 600mgmin Labetolol
.9% Normal Saline 300.0ml + 900mgmin Labetolol
.9% Normal Saline 3000.0ml
.9% Normal Saline 320.0ml
.9% Normal Saline 350.0ml
.9% Normal Saline 367.0ml
.9% Normal Saline 40.0ml
.9% Normal Saline 40.0ml + 2000mcghr Fentanyl
.9% Normal Saline 40.0ml + 40mghr Ativan
.9% Normal Saline 40.0ml + 800mgmin Labetolol
.9% Normal Saline 400.0ml
.9% Normal Saline 400.0ml + 1200mgmin Labetolol
.9% Normal Saline 400.0ml + 1600mgmin Labetolol
.9% Normal Saline 400.0ml + 400mgkghr Atracurium
.9% Normal Saline 400.0ml + 400mgmin Labetolol
.9% Normal Saline 400.0ml + 40mghr Ativan
.9% Normal Saline 400.0ml + 800mgmin Labetolol
.9% Normal Saline 4000.0ml
.9% Normal Saline 41.0ml
.9% Normal Saline 41.7ml
.9% Normal Saline 42.0ml
.9% Normal Saline 450.0ml
.9% Normal Saline 450.0ml + 1800mgmin Labetolol
.9% Normal Saline 480.0ml
.9% Normal Saline 480.0ml + 600mgmin Labetolol
.9% Normal Saline 480.0ml + 800mgmin Labetolol
.9% Normal Saline 5.0ml
.9% Normal Saline 50.0ml
.9% Normal Saline 50.0ml + 1000mcgkgmin Propofol
.9% Normal Saline 50.0ml + 100Uhr Insulin
.9% Normal Saline 50.0ml + 100mcgkghr Ketamine + 100mcgkgmin Ketamine
.9% Normal Saline 50.0ml + 100mghr Lasix
.9% Normal Saline 50.0ml + 100mghr Midazolam
.9% Normal Saline 50.0ml + 100mghr Morphine Sulfate
.9% Normal Saline 50.0ml + 10mcgkghr Xigris
.9% Normal Saline 50.0ml + 10mghr Midazolam
.9% Normal Saline 50.0ml + 10mghr Morphine Sulfate
.9% Normal Saline 50.0ml + 12.5mghr Dilaudid
.9% Normal Saline 50.0ml + 1500mgkghr Pentobarbitol
.9% Normal Saline 50.0ml + 200mcghr Fentanyl
.9% Normal Saline 50.0ml + 200mcgkghr Precedex
.9% Normal Saline 50.0ml + 200mghr Lasix
.9% Normal Saline 50.0ml + 200mghr Midazolam
.9% Normal Saline 50.0ml + 200mgmin Labetolol
.9% Normal Saline 50.0ml + 2500mcghr Fentanyl
.9% Normal Saline 50.0ml + 2500mgkghr Pentobarbitol
.9% Normal Saline 50.0ml + 250mcghr Fentanyl
.9% Normal Saline 50.0ml + 25Uhr Insulin
.9% Normal Saline 50.0ml + 25mghr Midazolam
.9% Normal Saline 50.0ml + 400mcgkghr Precedex
.9% Normal Saline 50.0ml + 40mghr Midazolam
.9% Normal Saline 50.0ml + 5000mcghr Fentanyl
.9% Normal Saline 50.0ml + 500Uhr Insulin
.9% Normal Saline 50.0ml + 500mcghr Fentanyl
.9% Normal Saline 50.0ml + 500mcgkgmin Propofol
.9% Normal Saline 50.0ml + 50Uhr Insulin
.9% Normal Saline 50.0ml + 50mghr Midazolam
.9% Normal Saline 50.0ml + 50mghr Morphine Sulfate
.9% Normal Saline 50.0ml + 50mgkghr Pancuronium
.9% Normal Saline 50.0ml + 5mghr Midazolam
.9% Normal Saline 50.0ml + 5mgkghr Doxacurium
.9% Normal Saline 50.0ml + 625mcghr Fentanyl
.9% Normal Saline 500.0ml
.9% Normal Saline 500.0ml + 1000mgmin Labetolol
.9% Normal Saline 500.0ml + 100Uhr Insulin
.9% Normal Saline 500.0ml + 100Umin Vasopressin
.9% Normal Saline 500.0ml + 100mcgkgmin Nicardipine
.9% Normal Saline 500.0ml + 2000mgkghr Pentobarbitol
.9% Normal Saline 500.0ml + 200mgkghr Atracurium
.9% Normal Saline 500.0ml + 240mcgkgmin Neosynephrine-k
.9% Normal Saline 500.0ml + 2500mcghr Fentanyl
.9% Normal Saline 500.0ml + 2500mgkghr Pentobarbitol
.9% Normal Saline 500.0ml + 250mgkghr Bivalirudin
.9% Normal Saline 500.0ml + 2mcgkgmin Narcan
.9% Normal Saline 500.0ml + 32mcgkgmin Levophed-k
.9% Normal Saline 500.0ml + 400mgkghr Atracurium
.9% Normal Saline 500.0ml + 5000mcghr Fentanyl
.9% Normal Saline 500.0ml + 500Uhr Insulin
.9% Normal Saline 500.0ml + 500mcghr Sandostatin
.9% Normal Saline 500.0ml + 500mghr Midazolam
.9% Normal Saline 500.0ml + 500mgkghr Pentobarbitol
.9% Normal Saline 500.0ml + 500mgmin Labetolol
.9% Normal Saline 500.0ml + 50Uhr Insulin
.9% Normal Saline 500.0ml + 50mghr Morphine Sulfate
.9% Normal Saline 500.0ml + 50mgkghr Vecuronium
.9% Normal Saline 500.0ml + 600mgmin Labetolol
.9% Normal Saline 500.0ml + 64mcgkgmin Levophed-k
.9% Normal Saline 500.0ml + 720mgmin Amiodarone
.9% Normal Saline 500.0ml + 8mcgmin Levophed
.9% Normal Saline 500.1ml
.9% Normal Saline 5000.0ml
.9% Normal Saline 501.0ml
.9% Normal Saline 512.0ml
.9% Normal Saline 520.0ml
.9% Normal Saline 550.0ml
.9% Normal Saline 56.0ml + 2800mcghr Fentanyl
.9% Normal Saline 60.0ml
.9% Normal Saline 60.0ml + 60mghr Ativan
.9% Normal Saline 600.0ml
.9% Normal Saline 600.0ml + 1200mgmin Labetolol
.9% Normal Saline 600.0ml + 2400mgmin Labetolol
.9% Normal Saline 600.0ml + 600mgmin Labetolol
.9% Normal Saline 62.5ml
.9% Normal Saline 620.0ml
.9% Normal Saline 63.0ml
.9% Normal Saline 70.0ml
.9% Normal Saline 700.0ml
.9% Normal Saline 75.0ml
.9% Normal Saline 750.0ml
.9% Normal Saline 80.0ml
.9% Normal Saline 80.0ml + 80mghr Ativan
.9% Normal Saline 800.0ml
.9% Normal Saline 800.0ml + 1600mgmin Labetolol
.9% Normal Saline 83.0ml
.9% Normal Saline 85.0ml
.9% Normal Saline 850.0ml
.9% Normal Saline 86.0ml
.9% Normal Saline 900.0ml
.9% Normal Saline 960.0ml
.9% Normal Saline 997.0ml
.9% Normal Saline 999.0ml
.9%NS w/30mml NaPhos
.9NS + 0.5:1 heparin
.9NS + 0.5:1 heparin 250.0ml
.9NS + 1:1 Heparin
.9NS + 1:1 Heparin 100.0cc
.9NS bolus
.9NS flush
/
0.45% + 60 MEQ KCL
0.45% Normal Saline
0.45% Normal Saline 1.0ml
0.45% Normal Saline 100.0ml
0.45%NS +40meq kcl
0.45%ns + 20 meq kcl
0.45NS+0.5:1 heparin
0.45NSS
0.5:1 U/O REPLETION
0.9% Normal Saline
0.9% Normal Saline 10.0ml
0.9% Normal Saline 11.0ml
0.9% Normal Saline 12.0ml
0.9% Normal Saline 13.0ml
0.9% Normal Saline 14.0ml
0.9% Normal Saline 15.0ml
0.9% Normal Saline 16.0ml
0.9% Normal Saline 17.0ml
0.9% Normal Saline 17.4ml
0.9% Normal Saline 18.0ml
0.9% Normal Saline 19.0ml
0.9% Normal Saline 20.0ml
0.9% Normal Saline 22.0ml
0.9% Normal Saline 23.0ml
0.9% Normal Saline 25.0ml
0.9% Normal Saline 26.0ml
0.9% Normal Saline 27.0ml
0.9% Normal Saline 28.0ml
0.9% Normal Saline 30.0ml
0.9% Normal Saline 31.0ml
0.9% Normal Saline 32.0ml
0.9% Normal Saline 35.0ml
0.9% Normal Saline 36.0ml
0.9% Normal Saline 38.0ml
0.9% Normal Saline 4.0ml
0.9% Normal Saline 40.0ml
0.9% Normal Saline 5.2ml
0.9% Normal Saline 50.0ml
0.9% Normal Saline 6.0ml
0.9% Normal Saline 60.0ml
0.9% Normal Saline 66.0ml
0.9% Normal Saline 7.0ml
0.9% Normal Saline 70.0ml
0.9% Normal Saline 8.0ml
0.9% Normal Saline 86.0ml
0.9% Normal Saline 9.0ml
0.9%NS with 40KCL
0.9NS+ 0.5:1 heparin
02 ANALYZED
02 Tubing Present
1-10 ML 20% MUCOMYST
1. Nausea and Vomit.
1.5% dialysate
1.Nausea &vomitting
1/2 H2O/impact fiber
1/2 NS + 20 KCL
1/2 NS 0.45%
1/2 NS REPLACEMENT
1/2 NS WITH 40 KCL
1/2 NS flush
1/2 Na Acet 0.5u Hep
1/2 Na Acetate+ Hep
1/2 NaAc (UA)
1/2 NaAce w1/2 uHep
1/2 Nutren Pulmonary
1/2 Nutren Renal TF
1/2 ST IMPACT
1/2 ST IMPACT/FIBER
1/2 ST REPLETE/FIBER
1/2 STR IMPACT/FIBER
1/2 STR. IMPACT/FIBR
1/2 STR. VIVONEX
1/2 STR.CRITICARE HN
1/2 impact /fibre
1/2 ns 1/2cc:cc
1/2 ns bolus
1/2 nsfluidbolus
1/2 promote/fibre  e
1/2 st IMPACT
1/2 st PROMOTE/FIBER
1/2 str Imp with Ben
1/2 str Impact
1/2 str NEPRO
1/2 str Nepro
1/2 str impact
1/2 str. Nepro
1/2CC/CCJT REPLETION
1/2NS CC:CC
1/2NSS & 100 NAHCO3
1/2NaAce + 1:1 Hep
1/2NaAcet with hep
1/2ST IMPACT W/FIBER
1/2ST IMPACT/FIBER
1/2STR PROMOTE/FIBER
1/2STR. IMPACT + FIB
1/2cc/1cc replace
1/2cc:cc 0.45% NS
1/2cc:cc repletion
1/2na acetate 1/2hep
1/2na acetate1/2hep
1/2ns1000+20k
1/2st impact fiber
1/2st impact/fiber
1/2st replete w/fibe
1/2str Impact
1/2str Impt with Fib
1/2str Respalor
1/2str impact/fiber
1/2strength impact
1/2strength respalor
1/4 NS
1/4STR BETAD. FLUSH
1/4ns w 100meqnahco3
10 mea KCL/100cc NS
10 min
10% ALCOHOL CC/HR
10% ALCOHOL DRIP
10% ALCOHOL IN 5% D5
10% Dex Water NG
10% Dex Water PO
10% Dextran 40
10% Dextran 40/D5W
10% ETOH CC/HR
10% alcohol
10% alcohol/ cc/hr
10%alcohl
1000 D5W 20GM CAGLU
1000D5/130NA ACETATE
1000N/S 20GM CA GLU
1000NS/1000UHEPARIN
100cc SW w/40meq KCL
100mgm ATG/250N/S
10mEqK/100cc
10meq k+/100
10meq kcl/100
12 reisman ivf
12 resiman ivf
130meqNAACETATE/D5W
14 G Infiltration Scale
14 G Phlebitis Scale
14 Gauge
14 Gauge Insertion Date
14 Gauge Reason Discontinued
14 Gauge Site Appear
15 MM NA PHOSPHATE
15 MMOL NaPHOS
15 m sodium phos   e
15 mMol KPhos
15 mmol K phos/250cc
15 mmol naphos/NS
15.4 mEq Na Acetate
15.4meq NaAcetate
150meq Bicarb/1L D5W
15mm k phos
15mmol K+Phos.
15mmol Na+ Phos
15mmol NaPhos
15mmol NaPhos.
15mmol Sodium Phos
16 G Infiltration Scale
16 G Phlebitis Scale
16 Gauge
16 Gauge Insertion Date
16 Gauge Reason Discontinued
16 Gauge Site Appear
18 G Infiltration Scale
18 G Phlebitis Scale
18 Gauge
18 Gauge Insertion Date
18 Gauge Reason Discontinued
18 Gauge Site Appear
180 DEGREE TURN
180 Degree rotation
180 degree rotation
180 degree turn
19.25 neq Na Acetate
1:1 NS Repletion.
1:1 Sitter
1:1 U/O REPLETION
1:1 sitter
1o cc ns irrigation
2.5% dialysate in
2.Tremor
2.tactile Disturban
2/3 ST IMPACT
2/3 st impact /fiber
2/3 str Impact with.
2/3 str impact/fiber
2/3PROMOTE/FIBER
2/3Str Replete/Fiber
20 G Infiltration Scale
20 G Phlebitis Scale
20 GM CAGLUC/1L D5W
20 Gauge
20 Gauge Insertion Date
20 Gauge Reason Discontinued
20 Gauge Site Appear
20# to skeletal tx
